soc_code,element_name,importance_score,source
51-4193,Selling or Influencing Others,1.45,work_activity
51-4193,Resolving Conflicts and Negotiating with Others,2.58,work_activity
51-4193,Resolving Conflicts and Negotiating with Others,2.9,work_activity
51-4193,Performing for or Working Directly with the Public,1.62,work_activity
51-4193,Performing for or Working Directly with the Public,1.23,work_activity
51-4193,Coordinating the Work and Activities of Others,2.68,work_activity
51-4193,Coordinating the Work and Activities of Others,2.88,work_activity
51-4193,Developing and Building Teams,2.67,work_activity
51-4193,Developing and Building Teams,2.44,work_activity
51-4193,Training and Teaching Others,3.62,work_activity
51-4193,Training and Teaching Others,3.55,work_activity
51-4193,"Guiding, Directing, and Motivating Subordinates",2.99,work_activity
51-4193,"Guiding, Directing, and Motivating Subordinates",2.9,work_activity
51-4193,Coaching and Developing Others,3.04,work_activity
51-4193,Coaching and Developing Others,3.05,work_activity
51-4193,Providing Consultation and Advice to Others,2.56,work_activity
51-4193,Providing Consultation and Advice to Others,2.45,work_activity
51-4193,Performing Administrative Activities,1.82,work_activity
51-4193,Performing Administrative Activities,1.03,work_activity
51-4193,Staffing Organizational Units,1.48,work_activity
51-4193,Staffing Organizational Units,1.28,work_activity
51-4193,Monitoring and Controlling Resources,1.84,work_activity
51-4193,Monitoring and Controlling Resources,1.65,work_activity
51-4194,Getting Information,4.21,work_activity
51-4194,Getting Information,2.39,work_activity
51-4194,"Monitoring Processes, Materials, or Surroundings",3.66,work_activity
51-4194,"Monitoring Processes, Materials, or Surroundings",3.78,work_activity
51-4194,"Identifying Objects, Actions, and Events",3.63,work_activity
51-4194,"Identifying Objects, Actions, and Events",2.85,work_activity
51-4194,"Inspecting Equipment, Structures, or Materials",4.02,work_activity
51-4194,"Inspecting Equipment, Structures, or Materials",3.9,work_activity
51-4194,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.46,work_activity
51-4194,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.62,work_activity
51-4194,"Judging the Qualities of Objects, Services, or People",3.47,work_activity
51-4194,"Judging the Qualities of Objects, Services, or People",3.06,work_activity
51-4194,Processing Information,3.1,work_activity
51-4194,Processing Information,2.85,work_activity
51-4194,Evaluating Information to Determine Compliance with Standards,3.25,work_activity
51-4194,Evaluating Information to Determine Compliance with Standards,2.33,work_activity
51-4194,Analyzing Data or Information,2.74,work_activity
51-4194,Analyzing Data or Information,2.29,work_activity
51-4194,Making Decisions and Solving Problems,3.61,work_activity
51-4194,Making Decisions and Solving Problems,3.31,work_activity
51-4194,Thinking Creatively,3.07,work_activity
51-4194,Thinking Creatively,2.61,work_activity
51-4194,Updating and Using Relevant Knowledge,3.02,work_activity
51-4194,Updating and Using Relevant Knowledge,3.0,work_activity
51-4194,Developing Objectives and Strategies,2.61,work_activity
51-4194,Developing Objectives and Strategies,1.97,work_activity
51-4194,Scheduling Work and Activities,2.32,work_activity
51-4194,Scheduling Work and Activities,1.83,work_activity
51-4194,"Organizing, Planning, and Prioritizing Work",3.73,work_activity
51-4194,"Organizing, Planning, and Prioritizing Work",3.95,work_activity
51-4194,Performing General Physical Activities,3.68,work_activity
51-4194,Performing General Physical Activities,4.18,work_activity
51-4194,Handling and Moving Objects,3.93,work_activity
51-4194,Handling and Moving Objects,5.55,work_activity
51-4194,Controlling Machines and Processes,4.56,work_activity
51-4194,Controlling Machines and Processes,5.75,work_activity
51-4194,"Operating Vehicles, Mechanized Devices, or Equipment",2.36,work_activity
51-4194,"Operating Vehicles, Mechanized Devices, or Equipment",1.78,work_activity
51-4194,Working with Computers,3.18,work_activity
51-4194,Working with Computers,2.61,work_activity
51-4194,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",2.3,work_activity
51-4194,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",2.15,work_activity
51-4194,Repairing and Maintaining Mechanical Equipment,3.48,work_activity
51-4194,Repairing and Maintaining Mechanical Equipment,4.06,work_activity
51-4194,Repairing and Maintaining Electronic Equipment,2.38,work_activity
51-4194,Repairing and Maintaining Electronic Equipment,2.49,work_activity
51-4194,Documenting/Recording Information,3.29,work_activity
51-4194,Documenting/Recording Information,2.68,work_activity
51-4194,Interpreting the Meaning of Information for Others,2.34,work_activity
51-4194,Interpreting the Meaning of Information for Others,1.79,work_activity
51-4194,"Communicating with Supervisors, Peers, or Subordinates",3.42,work_activity
51-4194,"Communicating with Supervisors, Peers, or Subordinates",3.32,work_activity
51-4194,Communicating with People Outside the Organization,2.17,work_activity
51-4194,Communicating with People Outside the Organization,1.68,work_activity
51-4194,Establishing and Maintaining Interpersonal Relationships,2.95,work_activity
51-4194,Establishing and Maintaining Interpersonal Relationships,3.56,work_activity
51-4194,Assisting and Caring for Others,2.38,work_activity
51-4194,Assisting and Caring for Others,1.93,work_activity
51-4194,Selling or Influencing Others,2.04,work_activity
51-4194,Selling or Influencing Others,1.44,work_activity
51-4194,Resolving Conflicts and Negotiating with Others,2.67,work_activity
51-4194,Resolving Conflicts and Negotiating with Others,2.07,work_activity
51-4194,Performing for or Working Directly with the Public,1.53,work_activity
51-4194,Performing for or Working Directly with the Public,0.84,work_activity
51-4194,Coordinating the Work and Activities of Others,2.45,work_activity
51-4194,Coordinating the Work and Activities of Others,2.03,work_activity
51-4194,Developing and Building Teams,1.92,work_activity
51-4194,Developing and Building Teams,1.44,work_activity
51-4194,Training and Teaching Others,3.01,work_activity
51-4194,Training and Teaching Others,2.9,work_activity
51-4194,"Guiding, Directing, and Motivating Subordinates",2.31,work_activity
51-4194,"Guiding, Directing, and Motivating Subordinates",1.87,work_activity
51-4194,Coaching and Developing Others,2.42,work_activity
51-4194,Coaching and Developing Others,2.08,work_activity
51-4194,Providing Consultation and Advice to Others,2.18,work_activity
51-4194,Providing Consultation and Advice to Others,1.76,work_activity
51-4194,Performing Administrative Activities,2.01,work_activity
51-4194,Performing Administrative Activities,1.7,work_activity
51-4194,Staffing Organizational Units,1.54,work_activity
51-4194,Staffing Organizational Units,1.0,work_activity
51-4194,Monitoring and Controlling Resources,2.14,work_activity
51-4194,Monitoring and Controlling Resources,2.32,work_activity
51-5111,Getting Information,4.33,work_activity
51-5111,Getting Information,3.97,work_activity
51-5111,"Monitoring Processes, Materials, or Surroundings",3.65,work_activity
51-5111,"Monitoring Processes, Materials, or Surroundings",4.25,work_activity
51-5111,"Identifying Objects, Actions, and Events",3.51,work_activity
51-5111,"Identifying Objects, Actions, and Events",2.92,work_activity
51-5111,"Inspecting Equipment, Structures, or Materials",3.42,work_activity
51-5111,"Inspecting Equipment, Structures, or Materials",3.27,work_activity
51-5111,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.47,work_activity
51-5111,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.77,work_activity
51-5111,"Judging the Qualities of Objects, Services, or People",3.22,work_activity
51-5111,"Judging the Qualities of Objects, Services, or People",3.2,work_activity
51-5111,Processing Information,3.39,work_activity
51-5111,Processing Information,3.64,work_activity
51-5111,Evaluating Information to Determine Compliance with Standards,2.94,work_activity
51-5111,Evaluating Information to Determine Compliance with Standards,2.61,work_activity
51-5111,Analyzing Data or Information,2.92,work_activity
51-5111,Analyzing Data or Information,2.61,work_activity
51-5111,Making Decisions and Solving Problems,4.16,work_activity
51-5111,Making Decisions and Solving Problems,4.21,work_activity
51-5111,Thinking Creatively,3.98,work_activity
51-5111,Thinking Creatively,4.4,work_activity
51-5111,Updating and Using Relevant Knowledge,4.16,work_activity
51-5111,Updating and Using Relevant Knowledge,5.23,work_activity
51-5111,Developing Objectives and Strategies,2.7,work_activity
51-5111,Developing Objectives and Strategies,2.65,work_activity
51-5111,Scheduling Work and Activities,3.49,work_activity
51-5111,Scheduling Work and Activities,3.64,work_activity
51-5111,"Organizing, Planning, and Prioritizing Work",3.75,work_activity
51-5111,"Organizing, Planning, and Prioritizing Work",4.34,work_activity
51-5111,Performing General Physical Activities,2.28,work_activity
51-5111,Performing General Physical Activities,2.18,work_activity
51-5111,Handling and Moving Objects,2.49,work_activity
51-5111,Handling and Moving Objects,3.36,work_activity
51-5111,Controlling Machines and Processes,3.41,work_activity
51-5111,Controlling Machines and Processes,3.06,work_activity
51-5111,"Operating Vehicles, Mechanized Devices, or Equipment",1.74,work_activity
51-5111,"Operating Vehicles, Mechanized Devices, or Equipment",1.1,work_activity
51-5111,Working with Computers,4.6,work_activity
51-5111,Working with Computers,4.27,work_activity
51-5111,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",2.65,work_activity
51-5111,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.97,work_activity
51-5111,Repairing and Maintaining Mechanical Equipment,2.41,work_activity
51-5111,Repairing and Maintaining Mechanical Equipment,2.23,work_activity
51-5111,Repairing and Maintaining Electronic Equipment,2.53,work_activity
51-5111,Repairing and Maintaining Electronic Equipment,2.6,work_activity
51-5111,Documenting/Recording Information,3.08,work_activity
51-5111,Documenting/Recording Information,2.68,work_activity
51-5111,Interpreting the Meaning of Information for Others,3.23,work_activity
51-5111,Interpreting the Meaning of Information for Others,2.48,work_activity
51-5111,"Communicating with Supervisors, Peers, or Subordinates",4.15,work_activity
51-5111,"Communicating with Supervisors, Peers, or Subordinates",3.97,work_activity
51-5111,Communicating with People Outside the Organization,3.02,work_activity
51-5111,Communicating with People Outside the Organization,3.09,work_activity
51-5111,Establishing and Maintaining Interpersonal Relationships,3.26,work_activity
51-5111,Establishing and Maintaining Interpersonal Relationships,3.88,work_activity
51-5111,Assisting and Caring for Others,2.1,work_activity
51-5111,Assisting and Caring for Others,1.34,work_activity
51-5111,Selling or Influencing Others,1.65,work_activity
51-5111,Selling or Influencing Others,1.08,work_activity
51-5111,Resolving Conflicts and Negotiating with Others,2.6,work_activity
51-5111,Resolving Conflicts and Negotiating with Others,2.43,work_activity
51-5111,Performing for or Working Directly with the Public,2.04,work_activity
51-5111,Performing for or Working Directly with the Public,1.62,work_activity
51-5111,Coordinating the Work and Activities of Others,3.25,work_activity
51-5111,Coordinating the Work and Activities of Others,3.35,work_activity
51-5111,Developing and Building Teams,2.89,work_activity
51-5111,Developing and Building Teams,2.29,work_activity
51-5111,Training and Teaching Others,3.29,work_activity
51-5111,Training and Teaching Others,3.04,work_activity
51-5111,"Guiding, Directing, and Motivating Subordinates",2.97,work_activity
51-5111,"Guiding, Directing, and Motivating Subordinates",2.52,work_activity
51-5111,Coaching and Developing Others,2.94,work_activity
51-5111,Coaching and Developing Others,3.03,work_activity
51-5111,Providing Consultation and Advice to Others,2.83,work_activity
51-5111,Providing Consultation and Advice to Others,3.48,work_activity
51-5111,Performing Administrative Activities,2.5,work_activity
51-5111,Performing Administrative Activities,2.12,work_activity
51-5111,Staffing Organizational Units,1.69,work_activity
51-5111,Staffing Organizational Units,1.19,work_activity
51-5111,Monitoring and Controlling Resources,2.45,work_activity
51-5111,Monitoring and Controlling Resources,2.45,work_activity
51-5112,Getting Information,4.24,work_activity
51-5112,Getting Information,3.76,work_activity
51-5112,"Monitoring Processes, Materials, or Surroundings",3.94,work_activity
51-5112,"Monitoring Processes, Materials, or Surroundings",4.77,work_activity
51-5112,"Identifying Objects, Actions, and Events",3.51,work_activity
51-5112,"Identifying Objects, Actions, and Events",3.7,work_activity
51-5112,"Inspecting Equipment, Structures, or Materials",3.76,work_activity
51-5112,"Inspecting Equipment, Structures, or Materials",3.92,work_activity
51-5112,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.14,work_activity
51-5112,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.24,work_activity
51-5112,"Judging the Qualities of Objects, Services, or People",3.35,work_activity
51-5112,"Judging the Qualities of Objects, Services, or People",3.93,work_activity
51-5112,Processing Information,3.68,work_activity
51-5112,Processing Information,4.15,work_activity
51-5112,Evaluating Information to Determine Compliance with Standards,3.4,work_activity
51-5112,Evaluating Information to Determine Compliance with Standards,3.62,work_activity
51-5112,Analyzing Data or Information,3.32,work_activity
51-5112,Analyzing Data or Information,3.63,work_activity
51-5112,Making Decisions and Solving Problems,4.34,work_activity
51-5112,Making Decisions and Solving Problems,4.89,work_activity
51-5112,Thinking Creatively,3.53,work_activity
51-5112,Thinking Creatively,4.34,work_activity
51-5112,Updating and Using Relevant Knowledge,3.48,work_activity
51-5112,Updating and Using Relevant Knowledge,4.15,work_activity
51-5112,Developing Objectives and Strategies,2.78,work_activity
51-5112,Developing Objectives and Strategies,2.86,work_activity
51-5112,Scheduling Work and Activities,4.0,work_activity
51-5112,Scheduling Work and Activities,4.54,work_activity
51-5112,"Organizing, Planning, and Prioritizing Work",4.17,work_activity
51-5112,"Organizing, Planning, and Prioritizing Work",5.0,work_activity
51-5112,Performing General Physical Activities,3.5,work_activity
51-5112,Performing General Physical Activities,3.88,work_activity
51-5112,Handling and Moving Objects,3.95,work_activity
51-5112,Handling and Moving Objects,5.66,work_activity
51-5112,Controlling Machines and Processes,4.64,work_activity
51-5112,Controlling Machines and Processes,5.1,work_activity
51-5112,"Operating Vehicles, Mechanized Devices, or Equipment",3.9,work_activity
51-5112,"Operating Vehicles, Mechanized Devices, or Equipment",3.62,work_activity
51-5112,Working with Computers,3.35,work_activity
51-5112,Working with Computers,3.6,work_activity
51-5112,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",2.83,work_activity
51-5112,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",2.96,work_activity
51-5112,Repairing and Maintaining Mechanical Equipment,3.91,work_activity
51-5112,Repairing and Maintaining Mechanical Equipment,4.51,work_activity
51-5112,Repairing and Maintaining Electronic Equipment,3.52,work_activity
51-5112,Repairing and Maintaining Electronic Equipment,4.39,work_activity
51-5112,Documenting/Recording Information,3.1,work_activity
51-5112,Documenting/Recording Information,3.1,work_activity
51-5112,Interpreting the Meaning of Information for Others,2.81,work_activity
51-5112,Interpreting the Meaning of Information for Others,3.12,work_activity
51-5112,"Communicating with Supervisors, Peers, or Subordinates",3.69,work_activity
51-5112,"Communicating with Supervisors, Peers, or Subordinates",3.87,work_activity
51-5112,Communicating with People Outside the Organization,3.08,work_activity
51-5112,Communicating with People Outside the Organization,2.99,work_activity
51-5112,Establishing and Maintaining Interpersonal Relationships,3.51,work_activity
51-5112,Establishing and Maintaining Interpersonal Relationships,4.26,work_activity
51-5112,Assisting and Caring for Others,3.2,work_activity
51-5112,Assisting and Caring for Others,3.36,work_activity
51-5112,Selling or Influencing Others,2.79,work_activity
51-5112,Selling or Influencing Others,2.56,work_activity
51-5112,Resolving Conflicts and Negotiating with Others,3.31,work_activity
51-5112,Resolving Conflicts and Negotiating with Others,3.59,work_activity
51-5112,Performing for or Working Directly with the Public,2.99,work_activity
51-5112,Performing for or Working Directly with the Public,3.07,work_activity
51-5112,Coordinating the Work and Activities of Others,3.36,work_activity
51-5112,Coordinating the Work and Activities of Others,3.97,work_activity
51-5112,Developing and Building Teams,2.88,work_activity
51-5112,Developing and Building Teams,2.94,work_activity
51-5112,Training and Teaching Others,3.78,work_activity
51-5112,Training and Teaching Others,3.81,work_activity
51-5112,"Guiding, Directing, and Motivating Subordinates",3.54,work_activity
51-5112,"Guiding, Directing, and Motivating Subordinates",4.12,work_activity
51-5112,Coaching and Developing Others,3.29,work_activity
51-5112,Coaching and Developing Others,3.67,work_activity
51-5112,Providing Consultation and Advice to Others,2.76,work_activity
51-5112,Providing Consultation and Advice to Others,4.11,work_activity
51-5112,Performing Administrative Activities,2.51,work_activity
51-5112,Performing Administrative Activities,2.33,work_activity
51-5112,Staffing Organizational Units,2.43,work_activity
51-5112,Staffing Organizational Units,2.2,work_activity
51-5112,Monitoring and Controlling Resources,3.52,work_activity
51-5112,Monitoring and Controlling Resources,3.92,work_activity
51-5113,Getting Information,4.21,work_activity
51-5113,Getting Information,3.79,work_activity
51-5113,"Monitoring Processes, Materials, or Surroundings",4.19,work_activity
51-5113,"Monitoring Processes, Materials, or Surroundings",4.37,work_activity
51-5113,"Identifying Objects, Actions, and Events",3.76,work_activity
51-5113,"Identifying Objects, Actions, and Events",3.66,work_activity
51-5113,"Inspecting Equipment, Structures, or Materials",3.7,work_activity
51-5113,"Inspecting Equipment, Structures, or Materials",3.32,work_activity
51-5113,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.3,work_activity
51-5113,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.67,work_activity
51-5113,"Judging the Qualities of Objects, Services, or People",3.61,work_activity
51-5113,"Judging the Qualities of Objects, Services, or People",3.25,work_activity
51-5113,Processing Information,3.3,work_activity
51-5113,Processing Information,3.37,work_activity
51-5113,Evaluating Information to Determine Compliance with Standards,3.31,work_activity
51-5113,Evaluating Information to Determine Compliance with Standards,3.06,work_activity
51-5113,Analyzing Data or Information,2.97,work_activity
51-5113,Analyzing Data or Information,2.79,work_activity
51-5113,Making Decisions and Solving Problems,3.93,work_activity
51-5113,Making Decisions and Solving Problems,3.89,work_activity
51-5113,Thinking Creatively,3.05,work_activity
51-5113,Thinking Creatively,3.42,work_activity
51-5113,Updating and Using Relevant Knowledge,3.03,work_activity
51-5113,Updating and Using Relevant Knowledge,2.96,work_activity
51-5113,Developing Objectives and Strategies,2.57,work_activity
51-5113,Developing Objectives and Strategies,2.34,work_activity
51-5113,Scheduling Work and Activities,2.62,work_activity
51-5113,Scheduling Work and Activities,2.08,work_activity
51-5113,"Organizing, Planning, and Prioritizing Work",3.58,work_activity
51-5113,"Organizing, Planning, and Prioritizing Work",3.85,work_activity
51-5113,Performing General Physical Activities,3.61,work_activity
51-5113,Performing General Physical Activities,3.78,work_activity
51-5113,Handling and Moving Objects,4.04,work_activity
51-5113,Handling and Moving Objects,5.31,work_activity
51-5113,Controlling Machines and Processes,4.29,work_activity
51-5113,Controlling Machines and Processes,4.84,work_activity
51-5113,"Operating Vehicles, Mechanized Devices, or Equipment",2.76,work_activity
51-5113,"Operating Vehicles, Mechanized Devices, or Equipment",2.16,work_activity
51-5113,Working with Computers,2.83,work_activity
51-5113,Working with Computers,2.3,work_activity
51-5113,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",2.07,work_activity
51-5113,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.55,work_activity
51-5113,Repairing and Maintaining Mechanical Equipment,3.52,work_activity
51-5113,Repairing and Maintaining Mechanical Equipment,3.73,work_activity
51-5113,Repairing and Maintaining Electronic Equipment,2.69,work_activity
51-5113,Repairing and Maintaining Electronic Equipment,2.64,work_activity
51-5113,Documenting/Recording Information,2.83,work_activity
51-5113,Documenting/Recording Information,2.17,work_activity
51-5113,Interpreting the Meaning of Information for Others,3.31,work_activity
51-5113,Interpreting the Meaning of Information for Others,2.88,work_activity
51-5113,"Communicating with Supervisors, Peers, or Subordinates",3.62,work_activity
51-5113,"Communicating with Supervisors, Peers, or Subordinates",3.7,work_activity
51-5113,Communicating with People Outside the Organization,2.39,work_activity
51-5113,Communicating with People Outside the Organization,2.36,work_activity
51-5113,Establishing and Maintaining Interpersonal Relationships,3.07,work_activity
51-5113,Establishing and Maintaining Interpersonal Relationships,3.59,work_activity
51-5113,Assisting and Caring for Others,2.5,work_activity
51-5113,Assisting and Caring for Others,2.32,work_activity
51-5113,Selling or Influencing Others,1.88,work_activity
51-5113,Selling or Influencing Others,1.33,work_activity
51-5113,Resolving Conflicts and Negotiating with Others,2.44,work_activity
51-5113,Resolving Conflicts and Negotiating with Others,2.03,work_activity
51-5113,Performing for or Working Directly with the Public,2.03,work_activity
51-5113,Performing for or Working Directly with the Public,1.64,work_activity
51-5113,Coordinating the Work and Activities of Others,3.05,work_activity
51-5113,Coordinating the Work and Activities of Others,2.74,work_activity
51-5113,Developing and Building Teams,2.87,work_activity
51-5113,Developing and Building Teams,2.39,work_activity
51-5113,Training and Teaching Others,3.22,work_activity
51-5113,Training and Teaching Others,2.8,work_activity
51-5113,"Guiding, Directing, and Motivating Subordinates",2.61,work_activity
51-5113,"Guiding, Directing, and Motivating Subordinates",2.56,work_activity
51-5113,Coaching and Developing Others,3.02,work_activity
51-5113,Coaching and Developing Others,2.99,work_activity
51-5113,Providing Consultation and Advice to Others,2.44,work_activity
51-5113,Providing Consultation and Advice to Others,2.27,work_activity
51-5113,Performing Administrative Activities,2.42,work_activity
51-5113,Performing Administrative Activities,2.06,work_activity
51-5113,Staffing Organizational Units,1.45,work_activity
51-5113,Staffing Organizational Units,0.69,work_activity
51-5113,Monitoring and Controlling Resources,2.11,work_activity
51-5113,Monitoring and Controlling Resources,1.88,work_activity
51-6011,Getting Information,3.02,work_activity
51-6011,Getting Information,2.19,work_activity
51-6011,"Monitoring Processes, Materials, or Surroundings",3.17,work_activity
51-6011,"Monitoring Processes, Materials, or Surroundings",2.66,work_activity
51-6011,"Identifying Objects, Actions, and Events",3.24,work_activity
51-6011,"Identifying Objects, Actions, and Events",2.3,work_activity
51-6011,"Inspecting Equipment, Structures, or Materials",3.31,work_activity
51-6011,"Inspecting Equipment, Structures, or Materials",2.86,work_activity
51-6011,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.64,work_activity
51-6011,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.04,work_activity
51-6011,"Judging the Qualities of Objects, Services, or People",2.74,work_activity
51-6011,"Judging the Qualities of Objects, Services, or People",2.21,work_activity
51-6011,Processing Information,2.55,work_activity
51-6011,Processing Information,2.03,work_activity
51-6011,Evaluating Information to Determine Compliance with Standards,2.74,work_activity
51-6011,Evaluating Information to Determine Compliance with Standards,2.12,work_activity
51-6011,Analyzing Data or Information,1.97,work_activity
51-6011,Analyzing Data or Information,1.32,work_activity
51-6011,Making Decisions and Solving Problems,2.89,work_activity
51-6011,Making Decisions and Solving Problems,2.7,work_activity
51-6011,Thinking Creatively,2.07,work_activity
51-6011,Thinking Creatively,1.43,work_activity
51-6011,Updating and Using Relevant Knowledge,2.1,work_activity
51-6011,Updating and Using Relevant Knowledge,1.56,work_activity
51-6011,Developing Objectives and Strategies,2.09,work_activity
51-6011,Developing Objectives and Strategies,1.41,work_activity
51-6011,Scheduling Work and Activities,2.87,work_activity
51-6011,Scheduling Work and Activities,2.47,work_activity
51-6011,"Organizing, Planning, and Prioritizing Work",3.64,work_activity
51-6011,"Organizing, Planning, and Prioritizing Work",3.24,work_activity
51-6011,Performing General Physical Activities,3.65,work_activity
51-6011,Performing General Physical Activities,3.23,work_activity
51-6011,Handling and Moving Objects,3.74,work_activity
51-6011,Handling and Moving Objects,4.1,work_activity
51-6011,Controlling Machines and Processes,3.62,work_activity
51-6011,Controlling Machines and Processes,3.36,work_activity
51-6011,"Operating Vehicles, Mechanized Devices, or Equipment",2.04,work_activity
51-6011,"Operating Vehicles, Mechanized Devices, or Equipment",1.69,work_activity
51-6011,Working with Computers,1.99,work_activity
51-6011,Working with Computers,1.6,work_activity
51-6011,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",2.0,work_activity
51-6011,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.77,work_activity
51-6011,Repairing and Maintaining Mechanical Equipment,2.57,work_activity
51-6011,Repairing and Maintaining Mechanical Equipment,2.14,work_activity
51-6011,Repairing and Maintaining Electronic Equipment,2.5,work_activity
51-6011,Repairing and Maintaining Electronic Equipment,1.74,work_activity
51-6011,Documenting/Recording Information,1.71,work_activity
51-6011,Documenting/Recording Information,1.07,work_activity
51-6011,Interpreting the Meaning of Information for Others,1.99,work_activity
51-6011,Interpreting the Meaning of Information for Others,1.07,work_activity
51-6011,"Communicating with Supervisors, Peers, or Subordinates",3.49,work_activity
51-6011,"Communicating with Supervisors, Peers, or Subordinates",2.78,work_activity
51-6011,Communicating with People Outside the Organization,2.18,work_activity
51-6011,Communicating with People Outside the Organization,1.46,work_activity
51-6011,Establishing and Maintaining Interpersonal Relationships,3.33,work_activity
51-6011,Establishing and Maintaining Interpersonal Relationships,3.04,work_activity
51-6011,Assisting and Caring for Others,3.1,work_activity
51-6011,Assisting and Caring for Others,2.81,work_activity
51-6011,Selling or Influencing Others,2.05,work_activity
51-6011,Selling or Influencing Others,1.15,work_activity
51-6011,Resolving Conflicts and Negotiating with Others,2.68,work_activity
51-6011,Resolving Conflicts and Negotiating with Others,2.5,work_activity
51-6011,Performing for or Working Directly with the Public,2.53,work_activity
51-6011,Performing for or Working Directly with the Public,1.94,work_activity
51-6011,Coordinating the Work and Activities of Others,2.89,work_activity
51-6011,Coordinating the Work and Activities of Others,2.5,work_activity
51-6011,Developing and Building Teams,2.98,work_activity
51-6011,Developing and Building Teams,2.4,work_activity
51-6011,Training and Teaching Others,3.06,work_activity
51-6011,Training and Teaching Others,2.55,work_activity
51-6011,"Guiding, Directing, and Motivating Subordinates",2.77,work_activity
51-6011,"Guiding, Directing, and Motivating Subordinates",2.36,work_activity
51-6011,Coaching and Developing Others,2.71,work_activity
51-6011,Coaching and Developing Others,2.67,work_activity
51-6011,Providing Consultation and Advice to Others,2.54,work_activity
51-6011,Providing Consultation and Advice to Others,1.93,work_activity
51-6011,Performing Administrative Activities,1.98,work_activity
51-6011,Performing Administrative Activities,1.42,work_activity
51-6011,Staffing Organizational Units,2.28,work_activity
51-6011,Staffing Organizational Units,1.59,work_activity
51-6011,Monitoring and Controlling Resources,2.72,work_activity
51-6011,Monitoring and Controlling Resources,2.36,work_activity
51-6021,Getting Information,3.55,work_activity
51-6021,Getting Information,2.69,work_activity
51-6021,"Monitoring Processes, Materials, or Surroundings",2.83,work_activity
51-6021,"Monitoring Processes, Materials, or Surroundings",3.26,work_activity
51-6021,"Identifying Objects, Actions, and Events",2.73,work_activity
51-6021,"Identifying Objects, Actions, and Events",2.12,work_activity
51-6021,"Inspecting Equipment, Structures, or Materials",3.36,work_activity
51-6021,"Inspecting Equipment, Structures, or Materials",3.27,work_activity
51-6021,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.55,work_activity
51-6021,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.21,work_activity
51-6021,"Judging the Qualities of Objects, Services, or People",2.68,work_activity
51-6021,"Judging the Qualities of Objects, Services, or People",3.0,work_activity
51-6021,Processing Information,2.5,work_activity
51-6021,Processing Information,2.42,work_activity
51-6021,Evaluating Information to Determine Compliance with Standards,2.72,work_activity
51-6021,Evaluating Information to Determine Compliance with Standards,2.63,work_activity
51-6021,Analyzing Data or Information,2.14,work_activity
51-6021,Analyzing Data or Information,1.74,work_activity
51-6021,Making Decisions and Solving Problems,2.83,work_activity
51-6021,Making Decisions and Solving Problems,3.1,work_activity
51-6021,Thinking Creatively,2.74,work_activity
51-6021,Thinking Creatively,2.49,work_activity
51-6021,Updating and Using Relevant Knowledge,2.56,work_activity
51-6021,Updating and Using Relevant Knowledge,2.75,work_activity
51-6021,Developing Objectives and Strategies,2.58,work_activity
51-6021,Developing Objectives and Strategies,2.14,work_activity
51-6021,Scheduling Work and Activities,3.03,work_activity
51-6021,Scheduling Work and Activities,2.94,work_activity
51-6021,"Organizing, Planning, and Prioritizing Work",3.25,work_activity
51-6021,"Organizing, Planning, and Prioritizing Work",3.45,work_activity
51-6021,Performing General Physical Activities,3.79,work_activity
51-6021,Performing General Physical Activities,3.5,work_activity
51-6021,Handling and Moving Objects,3.79,work_activity
51-6021,Handling and Moving Objects,3.98,work_activity
51-6021,Controlling Machines and Processes,3.9,work_activity
51-6021,Controlling Machines and Processes,3.96,work_activity
51-6021,"Operating Vehicles, Mechanized Devices, or Equipment",2.28,work_activity
51-6021,"Operating Vehicles, Mechanized Devices, or Equipment",2.15,work_activity
51-6021,Working with Computers,2.06,work_activity
51-6021,Working with Computers,1.14,work_activity
51-6021,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.97,work_activity
51-6021,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.9,work_activity
